RefSeq ID	FOXA2	HNF1A	HNF4A	HNF6	CREB1	USF1
NM_025165	0	0	0	0	0	0
NM_005770	0	0	0	0	1	0
NM_024908	0	0	0	0	1	0
NM_005926	0	0	0	0	1	0
NM_032892	0	0	0	0	0	1
NM_177974	0	0	0	0	0	0
NM_016396	0	0	1	0	1	1
NM_003758	0	0	0	0	1	0
NM_025137	0	0	0	0	0	0
NM_004048	0	0	1	0	1	0
NM_182985	0	0	1	0	1	1
NM_152448	0	0	0	0	0	1
NM_003104	0	0	1	0	0	0
NM_207581	0	0	0	0	0	0
NM_014080	0	0	0	0	0	0
NM_175940	0	0	0	0	0	1
NM_144565	0	0	0	0	0	0
NM_004212	0	0	0	0	0	0
NM_001482	0	0	1	0	0	1
NM_024063	0	0	0	1	0	0
NM_197955	0	0	0	0	0	0
NM_013309	0	0	1	0	0	1
NM_012388	0	0	0	1	1	0
NM_021199	0	0	1	0	0	0
NM_024966	0	0	0	0	0	1
NM_205850	0	0	0	0	0	1
NM_016132	0	0	0	0	0	0
NM_000338	0	0	0	0	0	1
NM_001948	0	0	0	0	0	0
NM_000138	0	0	0	0	0	1
NM_203349	0	0	0	0	0	1
NM_014701	0	0	0	0	0	1
NM_001001556	0	1	0	0	0	1
NM_004236	0	0	0	0	0	1
NM_002044	0	1	1	0	0	1
NM_002009	0	0	0	0	0	0
NM_020234	0	0	1	1	0	0
NM_152647	0	0	1	1	0	0
NM_024837	0	0	0	0	0	0
NM_003645	0	0	0	0	0	0
NM_002112	0	0	0	1	0	1
NM_016654	0	0	1	0	0	0
NM_005154	0	0	1	0	1	0
NM_203494	0	0	0	0	0	0
NM_017672	0	0	1	0	0	0
NM_032802	0	0	0	0	1	0
NM_007347	0	0	0	0	0	1
NM_031226	0	0	0	0	0	0
NM_015263	0	0	0	0	0	0
NM_013243	0	0	0	0	0	0
NM_153374	0	0	0	1	1	1
NM_014548	0	0	0	0	1	0
NM_014547	0	0	0	0	0	1
NM_138792	0	1	1	1	0	1
NM_002748	0	0	1	0	0	0
NM_020396	0	1	1	1	0	1
NM_006578	0	0	0	1	0	1
NM_016194	0	0	0	0	0	0
NM_018728	0	0	0	0	0	0
NM_006628	0	0	1	1	0	1
NM_004498	0	0	0	1	0	1
NM_016304	0	0	1	0	1	1
NM_183235	0	0	0	0	0	0
NM_004855	0	0	1	0	0	0
NM_020739	0	0	0	1	1	0
NM_130810	0	0	0	0	0	0
NM_015617	0	0	0	0	0	0
NM_006154	0	0	0	0	0	0
NM_198524	0	0	1	0	0	0
NM_018365	0	0	0	0	0	1
NM_017661	0	0	0	0	0	0
NM_207038	1	0	0	0	0	0
NM_032866	0	0	1	0	0	0
NM_152451	1	0	0	0	0	0
NM_015532	0	0	0	0	1	0
NM_170696	0	0	0	0	0	0
NM_020980	0	1	1	1	0	1
NM_000236	1	1	1	0	0	1
NM_001110	0	0	0	1	1	1
NM_019092	0	0	1	0	1	1
NM_017610	0	1	1	0	1	1
NM_004701	0	0	0	0	0	0
NM_033195	0	0	0	0	0	1
NM_004998	0	1	1	1	1	0
NM_152450	0	0	0	0	0	1
NM_004751	0	0	0	0	0	0
NM_004492	0	0	0	1	0	0
NM_004330	1	1	1	1	0	0
NM_012182	0	0	0	0	0	0
NM_004039	0	0	0	0	0	0
NM_024611	0	0	1	1	1	0
NM_134261	0	0	0	0	0	1
NM_017684	0	0	0	0	0	1
NM_173805	0	0	0	0	0	1
NM_015059	0	0	0	0	0	0
NM_001018005	0	0	0	0	0	0
NM_171846	0	0	0	0	0	0
NM_015920	0	0	0	0	0	1
NM_016530	0	0	0	0	0	0
NM_031301	0	0	0	0	0	0
NM_206925	0	0	0	0	0	0
NM_006537	1	1	1	0	1	1
NM_203373	0	0	0	0	0	1
NM_003922	0	0	0	0	0	0
NM_152826	0	1	1	0	1	0
NM_032231	0	1	1	0	1	0
NM_024798	0	1	0	1	0	1
NM_000942	0	0	1	0	0	1
NM_014736	0	0	1	0	1	0
NM_002537	0	0	1	1	0	0
NM_025049	0	0	0	0	0	0
NM_025201	0	0	0	0	0	0
NM_016630	0	0	0	0	0	0
NM_139242	0	1	1	0	0	1
NM_016563	0	0	0	0	0	0
NM_005707	0	0	0	0	0	0
NM_006660	0	0	1	1	1	0
NM_003613	0	0	0	0	0	0
NM_017851	0	0	1	0	0	0
NM_004884	0	1	0	0	0	0
NM_020962	0	0	0	0	0	0
NM_197960	0	0	0	0	0	0
NM_016395	0	0	1	1	0	1
NM_030800	0	0	1	1	0	1
NM_005848	0	0	0	0	0	0
NM_004663	0	0	1	0	1	0
NM_032445	0	0	0	0	0	0
NM_133375	0	0	0	0	0	0
NM_017858	0	0	0	0	0	0
NM_002755	0	0	0	0	1	1
NM_006049	1	0	1	1	0	1
NM_017975	1	0	1	1	0	1
NM_000968	1	0	1	1	0	1
NM_207338	0	0	0	0	0	0
NM_005585	0	0	0	0	0	0
NM_005902	1	1	1	1	1	1
NM_022784	0	0	0	0	0	0
NM_024666	0	1	0	0	0	0
NM_145161	0	0	0	0	0	0
NM_016166	0	0	0	0	0	0
NM_033429	0	0	0	0	0	0
NM_017882	0	0	0	0	0	0
NM_015322	0	0	0	1	0	0
NM_001004439	0	0	0	0	0	0
NM_006091	0	0	0	0	0	0
NM_006305	0	1	0	1	0	0
NM_024505	0	0	0	0	0	0
NM_173610	1	1	1	0	0	1
NM_017705	0	0	0	0	0	0
NM_138555	0	0	0	0	0	1
NM_213725	0	1	1	0	0	1
NM_005078	0	1	1	1	0	1
NM_018003	0	0	1	0	0	1
NM_018357	0	0	1	0	0	1
NM_017691	0	0	0	1	1	0
NM_020147	0	0	0	1	1	0
NM_016346	0	0	0	0	0	0
NM_145204	0	0	0	1	0	0
NM_006901	0	0	0	1	0	1
NM_182471	0	0	0	0	0	0
NM_020214	0	0	0	0	0	0
NM_052840	0	0	0	0	0	0
NM_000520	0	0	1	0	0	1
NM_005744	1	0	1	0	1	1
NM_018652	0	0	0	0	0	0
NM_033028	0	0	1	0	1	0
NM_031284	0	0	1	0	1	1
NM_002499	0	0	0	0	0	0
NM_005477	0	0	0	0	0	0
NM_153356	0	0	0	0	0	1
NM_005576	0	0	0	0	0	0
NM_033250	0	0	0	0	0	0
NM_004809	0	0	0	0	0	0
NM_005545	0	0	0	0	0	0
NM_022369	0	0	0	0	0	0
NM_182791	0	0	0	0	0	0
NM_000781	0	0	0	0	0	0
NM_003612	0	0	0	0	0	0
NM_032907	0	0	0	0	0	0
NM_006465	0	0	0	0	0	0
NM_003992	0	0	0	0	0	0
NM_025083	0	0	0	0	1	0
NM_000499	0	0	1	1	0	0
NM_000761	0	0	1	0	0	0
NM_004383	0	0	1	1	0	0
NM_021819	0	0	0	0	0	0
NM_015518	0	0	0	0	0	0
NM_005697	0	0	0	0	0	0
NM_002435	0	0	1	0	0	0
NM_020447	0	0	0	0	0	0
NM_004255	0	0	0	0	0	0
NM_017793	0	0	0	0	0	0
NM_138967	0	0	0	0	0	0
NM_021823	0	0	0	0	0	0
NM_015492	0	0	0	0	0	0
NM_017828	0	0	0	0	0	0
NM_024608	0	0	0	0	0	0
NM_006715	0	0	1	0	1	0
NM_015477	0	0	0	0	1	0
NM_002833	0	0	0	0	0	0
NM_005701	0	0	1	0	1	0
NM_018285	0	0	0	0	0	0
NM_153271	0	0	0	0	0	0
NM_001897	0	0	1	0	0	1
NM_173469	0	0	0	0	0	0
NM_012170	0	0	1	0	0	0
NM_138573	0	0	0	0	0	0
NM_152335	0	0	0	0	0	1
NM_000126	0	0	1	0	0	0
NM_145805	0	0	0	0	0	0
NM_002902	0	0	0	0	0	1
NM_003978	0	0	0	0	0	0
NM_198902	0	0	0	0	0	1
NM_030944	0	0	0	0	0	1
NM_018200	0	0	1	0	0	0
NM_032808	0	0	0	0	0	0
NM_015079	0	0	0	0	0	0
NM_006383	0	0	0	0	0	0
NM_005530	0	0	0	0	0	0
NM_015162	0	0	0	0	0	0
NM_018602	0	0	0	1	0	0
NM_025234	0	0	0	1	0	0
NM_004378	0	0	0	0	0	0
NM_004136	0	0	1	0	0	0
NM_002789	0	0	0	0	0	0
NM_000745	0	0	0	0	0	0
NM_000743	0	0	0	0	0	0
NM_000750	0	0	0	0	0	0
NM_014272	0	0	0	0	0	0
NM_206839	0	0	0	0	1	0
NM_148979	0	0	1	0	0	0
NM_002891	0	0	0	0	0	0
NM_007364	0	0	0	0	0	0
NM_006441	1	1	1	1	1	1
NM_175898	0	0	1	0	1	0
NM_004049	1	1	1	0	0	1
NM_019006	0	0	1	1	1	0
NM_000137	0	0	1	0	0	0
NM_014862	0	0	0	0	0	0
NM_018689	0	0	0	0	0	1
NM_022566	0	0	0	0	0	1
NM_172217	0	0	0	0	0	0
NM_181900	0	1	1	0	0	1
NM_032246	0	0	0	0	0	0
NM_001008226	1	0	0	1	0	0
NM_001021	0	0	0	0	0	1
NM_025084	0	0	0	0	0	0
NM_004644	0	0	0	0	0	0
NM_199332	0	0	0	0	0	0
NM_031452	0	0	0	0	0	0
NM_144597	0	0	0	0	0	0
NM_025238	0	0	0	0	0	0
NM_023003	0	0	0	0	0	0
NM_016073	0	0	0	0	0	0
NM_001717	0	0	0	0	0	0
NM_003027	0	0	0	0	0	0
NM_207517	0	0	0	0	0	0
NM_203426	0	0	0	0	0	0
NM_199338	0	0	0	0	0	0
NM_207382	0	0	1	0	1	1
NM_017894	0	0	1	0	0	1
NM_022050	0	0	0	0	0	0
NM_032856	0	0	0	0	0	0
NM_205858	0	0	0	0	0	0
NM_014300	0	0	1	0	1	0
NM_020778	0	0	0	0	0	1
NM_201651	0	1	1	1	1	0
NM_173457	0	1	1	0	0	0
NM_198079	0	0	0	0	0	0
NM_007200	0	0	0	0	0	0
NM_022480	0	0	1	0	0	1
NM_152336	0	0	0	0	0	1
NM_001012338	0	0	0	0	0	0
NM_176805	0	1	1	0	0	1
NM_022163	0	1	1	0	0	1
NM_022767	0	0	1	0	0	0
NM_002201	1	1	1	0	1	1
NM_013227	0	0	0	0	0	0
NM_178232	0	0	0	0	0	0
NM_005928	0	0	0	0	0	0
NM_152924	0	0	1	0	1	1
NM_000326	0	0	0	0	0	1
NM_002693	0	1	1	0	0	0
NM_016321	0	0	0	0	0	0
NM_152259	0	0	0	0	0	0
NM_198525	0	0	0	0	0	0
NM_002666	1	1	1	1	1	0
NM_020212	0	1	0	0	0	0
NM_018670	0	0	0	0	0	1
NM_001150	0	1	1	1	1	0
NM_005829	0	0	1	1	0	0
NM_182616	0	0	0	0	0	0
NM_198526	0	0	0	1	0	0
NM_002168	0	0	1	0	0	0
NM_020210	0	1	1	0	0	0
NM_001013657	0	0	1	0	0	0
NM_016645	0	0	1	0	0	0
NM_001004309	0	0	0	1	0	0
NM_003870	0	0	0	0	0	0
NM_000057	0	0	0	0	0	0
NM_002569	0	0	1	0	0	0
NM_002005	0	0	1	0	0	0
NM_018671	0	0	0	0	1	0
NM_198527	0	0	0	0	1	0
NM_199414	0	0	0	0	0	0
NM_018668	0	0	0	0	0	1
NM_014848	0	0	0	0	0	0
NM_013272	0	0	0	0	0	1
NM_006011	0	0	0	0	0	0
NM_153040	0	0	0	0	1	0
NM_207446	0	0	0	0	0	1
NM_001271	0	0	0	0	0	0
NM_207447	0	0	0	1	0	0
NM_021005	0	1	0	1	0	0
NM_173499	0	0	0	0	0	1
NM_183376	0	0	1	1	1	1
NM_000875	0	0	0	0	0	1
NM_145728	0	0	0	0	0	1
NM_144598	0	1	1	1	1	1
NM_152449	0	0	0	0	0	1
NM_001013670	0	0	0	0	0	0
NM_139057	0	0	0	0	0	1
NM_178842	0	0	0	0	0	0
NM_024708	0	1	1	1	1	1
NM_181740	0	1	1	1	1	1
NM_000693	0	0	0	0	0	0
NM_024652	0	0	0	0	1	1
NM_014918	0	0	0	0	0	0
NM_203472	0	0	1	0	0	0
NM_003090	0	0	1	0	0	0
NM_002570	0	0	0	0	0	0
NM_078474	0	0	0	0	0	0
NM_152334	0	0	0	0	0	1
NM_001005326	0	0	0	0	0	0
NM_001004195	0	0	0	0	0	0
NM_199163	0	0	0	0	0	0
NM_001012420	0	0	0	0	0	0
NM_024571	0	0	0	0	1	0
NM_016310	0	0	0	0	1	0
NM_001015054	0	0	0	0	0	0
NM_012075	0	0	0	0	0	0
NM_005332	0	0	0	0	0	0
NM_001003938	0	0	0	0	0	0
NM_000517	0	0	0	0	0	0
NM_000558	0	0	0	0	0	0
NM_005331	0	0	0	0	0	0
NM_018032	0	0	0	0	1	1
NM_001176	0	0	0	0	0	0
NM_183337	0	0	0	0	0	0
NM_181050	0	0	0	0	0	0
NM_006428	0	0	0	0	0	0
NM_021259	0	0	0	0	0	0
NM_005009	0	0	0	0	0	0
NM_020664	0	0	0	0	0	0
NM_014700	0	0	0	0	1	0
NM_005632	0	0	0	0	0	0
NM_145270	0	0	0	0	0	0
NM_176677	0	0	0	0	0	0
NM_148920	0	0	0	0	0	0
NM_021168	0	0	0	0	1	0
NM_053284	0	0	0	0	0	0
NM_032366	0	0	1	0	0	0
NM_153239	0	0	1	0	0	0
NM_145294	0	0	0	0	0	0
NM_003961	0	0	0	0	0	0
NM_005861	0	0	0	0	0	0
NM_001005920	0	0	0	0	0	0
NM_032259	0	0	0	0	0	0
NM_153350	0	0	0	0	0	0
NM_023933	0	0	0	0	0	0
NM_207112	0	0	0	0	0	0
NM_173476	0	0	0	0	0	0
NM_022493	0	0	0	0	0	0
NM_013404	0	0	0	0	0	0
NM_058192	0	0	0	0	0	0
NM_001013638	0	0	0	1	0	0
NM_022773	0	0	0	0	0	0
NM_014587	0	0	0	0	0	0
NM_001053	0	0	0	0	0	0
NM_021098	0	0	0	0	0	0
NM_012467	0	0	0	0	0	0
NM_012217	0	0	0	0	0	0
NM_194261	0	0	0	0	0	0
NM_003933	0	0	0	0	0	0
NM_032520	0	0	0	0	0	0
NM_001001410	0	0	0	0	0	0
NM_023076	0	0	0	0	0	0
NM_024023	0	0	0	0	1	1
NM_001287	0	0	0	0	0	0
NM_001013658	0	0	0	0	0	0
NM_024600	0	0	0	0	0	0
NM_014714	0	0	0	0	0	0
NM_144570	0	0	0	0	0	0
NM_033392	0	0	0	0	0	0
NM_001010865	0	0	1	0	0	0
NM_023936	0	0	1	0	0	0
NM_012225	0	0	1	0	0	0
NM_080861	0	0	1	0	0	0
NM_031208	0	1	1	1	0	1
NM_005326	0	1	1	1	0	1
NM_152764	0	0	0	0	0	0
NM_016332	0	0	0	0	0	0
NM_004548	0	0	0	0	0	0
NM_005061	0	0	0	0	0	0
NM_002952	0	0	0	0	1	0
NM_005262	0	0	1	0	0	0
NM_172168	0	0	1	0	0	0
NM_144603	0	0	1	0	0	0
NM_004209	0	0	1	0	0	0
NM_178167	0	0	0	0	1	0
NM_004785	0	0	0	0	0	0
NM_021056	0	0	0	0	0	1
NM_002528	0	0	0	0	0	1
NM_001009944	0	0	0	0	0	0
NM_014353	0	0	0	0	0	0
NM_206835	0	0	1	0	1	1
NM_020764	0	0	0	0	0	0
NM_182563	0	0	0	0	0	0
NM_001374	0	0	0	0	0	0
NM_001919	0	0	1	0	1	0
NM_006711	0	0	1	0	1	0
NM_001761	0	0	0	0	1	0
NM_006181	0	0	0	0	0	0
NM_001694	0	0	0	0	0	0
NM_031268	0	0	0	0	1	0
NM_152340	0	0	0	0	0	0
NM_001012731	0	0	1	0	0	0
NM_018992	0	0	1	0	0	0
NM_031948	0	0	0	0	0	0
NM_016333	0	0	1	0	1	0
NM_207013	0	0	0	0	0	0
NM_152891	0	0	0	0	0	0
NM_183379	0	0	0	0	0	0
NM_144957	0	0	0	0	0	0
NM_145252	0	0	0	0	0	0
NM_178453	0	0	0	0	0	0
NM_022119	0	0	0	0	0	0
NM_138439	0	0	0	0	1	0
NM_172229	0	0	0	0	0	0
NM_182687	0	0	0	0	0	0
NM_020982	0	0	1	1	0	0
NM_016639	0	0	1	0	1	0
NM_022718	0	0	0	0	0	0
NM_001012718	0	0	1	0	1	0
NM_032805	0	0	0	0	0	0
NM_003456	0	0	0	0	0	0
NM_004220	0	0	0	1	1	1
NM_012360	0	0	1	0	0	0
NM_198088	0	0	0	0	1	1
NM_000243	0	0	0	0	0	0
NM_005741	0	0	0	1	1	0
NM_033208	0	0	0	0	1	0
NM_012368	0	0	0	0	0	0
NM_003450	0	1	1	1	1	1
NM_017810	0	1	1	1	1	1
NM_152457	0	0	0	0	0	0
NM_015041	0	0	0	0	0	0
NM_178844	0	0	0	0	0	0
NM_016292	0	0	0	0	0	0
NM_004380	1	1	1	1	0	0
NM_001116	0	0	0	0	0	0
NM_003223	0	0	0	0	0	1
NM_016069	0	0	1	0	0	0
NM_138440	0	0	1	0	0	0
NM_024535	0	0	0	0	1	0
NM_005147	0	1	1	0	1	0
NM_002134	0	0	1	0	1	1
NM_020677	0	0	1	0	1	1
NM_145253	0	0	1	0	1	0
NM_015246	0	0	1	0	1	0
NM_032349	0	0	1	0	0	0
NM_139170	0	0	0	0	1	0
NM_133450	0	0	0	0	1	0
NM_144605	0	0	0	0	0	0
NM_024589	0	0	0	0	0	0
NM_016936	0	0	0	0	1	0
NM_002705	0	0	0	0	0	0
NM_016256	0	0	1	0	0	0
NM_152459	0	0	0	0	0	1
NM_201598	0	0	1	0	1	0
NM_145893	0	0	0	0	0	1
NM_024109	0	0	0	0	0	0
NM_020686	0	0	0	0	0	0
NM_000303	0	1	1	1	0	1
NM_015421	0	1	1	1	0	1
NM_003470	0	0	0	0	0	0
NM_014117	0	0	0	0	0	0
NM_001424	0	0	0	0	0	0
NM_144674	0	0	0	0	0	0
NM_002484	0	1	1	1	0	1
NM_000246	0	0	0	0	0	0
NM_015226	0	1	1	1	0	0
NM_003745	0	0	1	0	0	0
NM_005425	0	0	0	0	0	0
NM_021247	0	1	1	0	0	0
NM_152308	0	0	0	0	0	0
NM_003498	0	0	0	0	0	0
NM_015914	1	1	1	0	0	1
NM_015659	0	0	0	0	0	0
NM_002094	0	0	0	0	0	0
NM_001192	0	0	0	0	0	1
NM_032167	0	0	0	0	0	0
NM_018340	0	0	1	0	0	0
NM_005236	0	0	1	0	0	0
NM_016561	0	0	0	0	0	1
NM_002582	0	0	0	0	0	1
NM_014287	0	0	0	0	0	0
NM_006985	0	0	0	0	0	0
NM_015027	0	0	0	0	1	0
NM_173474	0	0	1	0	0	0
NM_018427	0	1	1	0	0	0
NM_173803	0	0	0	1	0	0
NM_033201	0	0	0	0	0	0
NM_019081	0	0	0	0	0	1
NM_022844	0	0	0	0	0	0
NM_144600	0	0	0	0	0	0
NM_001171	0	0	1	0	1	0
NM_001004067	0	0	1	0	0	0
NM_022166	0	0	0	0	0	0
NM_173614	0	0	0	0	0	0
NM_001019	0	0	0	0	0	0
NM_015161	0	0	0	0	0	0
NM_015092	0	0	0	1	0	1
NM_024847	0	0	0	0	0	0
NM_016138	0	0	1	0	1	0
NM_016524	0	0	0	0	0	0
NM_207384	1	0	1	0	0	0
NM_024780	0	0	0	0	0	1
NM_014711	0	0	0	0	0	1
NM_020314	0	0	0	0	0	0
NM_153208	0	0	0	0	0	0
NM_016235	0	0	0	0	0	0
NM_001502	0	0	0	0	0	0
NM_003361	0	0	0	0	0	0
NM_017888	0	0	1	0	0	0
NM_001010845	0	0	0	0	0	0
NM_182617	0	1	1	0	0	0
NM_052956	0	0	1	0	0	0
NM_017736	0	0	0	0	1	0
NM_202000	0	1	1	0	0	0
NM_030941	0	0	1	1	0	1
NM_080663	0	0	1	1	0	0
NM_020424	0	0	1	1	1	0
NM_173475	0	0	1	1	1	0
NM_020422	0	0	0	0	0	1
NM_017539	0	0	0	0	0	1
NM_003460	0	0	0	0	0	0
NM_145865	0	1	1	0	0	0
NM_001888	0	0	0	0	0	0
NM_199182	0	0	0	0	0	0
NM_016025	0	0	0	0	0	1
NM_005849	0	0	0	0	0	0
NM_144672	0	0	0	0	0	0
NM_003366	0	0	1	0	0	1
NM_173806	0	1	0	0	0	0
NM_013302	0	0	0	0	0	0
NM_018119	0	0	1	0	0	0
NM_001802	0	0	0	0	0	1
NM_006043	0	0	0	0	0	1
NM_020718	0	0	0	0	0	1
NM_001039	0	0	0	0	0	0
NM_000336	0	0	0	0	0	0
NM_153603	0	1	1	1	0	0
NM_138640	0	0	0	0	0	0
NM_019116	0	0	0	0	1	0
NM_133451	0	0	0	0	1	0
NM_005003	0	0	0	0	0	0
NM_032486	0	0	1	0	1	0
NM_005030	0	0	0	0	0	0
NM_033266	0	0	0	0	0	1
NM_022097	0	0	0	0	0	0
NM_002738	0	0	0	0	0	0
NM_006539	0	0	0	0	0	0
NM_032626	0	1	0	0	0	0
NM_207448	0	0	0	0	0	0
NM_020847	0	0	1	1	0	0
NM_052944	0	0	0	0	0	1
NM_018054	0	0	0	0	0	0
NM_016015	0	1	1	0	1	0
NM_001169	0	0	0	0	0	0
NM_006040	0	0	0	0	0	0
NM_182831	0	0	0	0	0	1
NM_024773	1	1	1	1	1	0
NM_145080	0	0	0	0	0	0
NM_181078	0	0	0	0	0	1
NM_015202	0	0	0	0	0	0
NM_144675	0	0	0	0	0	0
NM_015171	0	0	0	0	0	0
NM_003752	0	0	0	0	1	0
NM_182804	0	0	1	0	1	1
NM_000086	0	0	1	0	1	1
NM_145659	0	0	1	0	0	0
NM_012385	0	1	1	0	0	1
NM_138414	0	0	0	0	0	1
NM_177534	0	0	0	0	0	0
NM_177536	0	0	0	1	0	0
NM_145714	0	0	0	0	1	0
NM_003321	0	0	0	0	0	0
NM_173201	0	0	0	0	0	0
NM_024816	0	0	0	0	0	0
NM_032815	0	0	0	0	1	0
NM_032038	0	0	0	0	0	1
NM_001014989	0	0	0	0	0	0
NM_031211	0	0	0	0	0	0
NM_003123	0	0	0	0	0	0
NM_014298	0	0	1	0	0	0
NM_175900	0	0	0	0	0	0
NM_007317	0	0	1	0	0	0
NM_002383	0	0	1	1	0	0
NM_024516	0	0	0	0	0	0
NM_005115	0	0	1	0	0	0
NM_145752	0	0	0	0	0	0
NM_181718	0	0	0	0	0	0
NM_012410	0	0	0	0	0	0
NM_178863	0	0	0	0	0	0
NM_016151	0	0	0	0	0	0
NM_173618	0	0	1	0	1	0
NM_003609	0	0	1	0	1	0
NM_003586	0	0	0	0	0	0
NM_031478	0	0	0	0	0	0
NM_000034	0	0	0	0	0	0
NM_184043	0	0	0	0	0	0
NM_002720	0	0	0	0	1	0
NM_004608	0	0	0	0	0	0
NM_024307	0	0	0	0	0	1
NM_002746	0	0	0	0	0	0
NM_007074	0	0	0	0	0	0
NM_001015000	0	0	1	0	1	1
NM_006110	0	0	1	0	1	0
NM_015527	0	1	1	1	1	1
NM_052838	0	0	0	0	0	0
NM_152652	0	0	0	0	0	0
NM_016643	1	0	1	0	0	0
NM_024096	0	0	0	0	0	0
NM_012248	1	1	1	1	1	1
NM_002209	0	0	1	0	0	0
NM_024671	0	0	0	0	0	0
NM_023931	0	0	0	0	0	0
NM_033410	0	0	1	0	0	0
NM_145271	0	0	0	0	0	0
NM_152458	0	0	0	0	0	0
NM_138447	0	0	1	1	0	0
NM_024031	0	0	0	0	0	0
NM_022452	0	0	0	0	1	0
NM_000294	0	0	1	0	0	0
NM_194352	0	0	0	0	0	0
NM_001330	0	0	0	0	0	0
NM_004765	0	0	0	0	0	0
NM_019085	0	0	1	0	1	0
NM_152288	0	0	1	0	0	0
NM_025193	0	0	1	0	1	0
NM_052874	0	0	0	0	0	0
NM_004604	0	0	0	0	1	0
NM_014699	0	0	0	0	0	0
NM_024706	0	0	0	0	0	0
NM_206824	0	0	0	0	0	0
NM_005881	0	0	0	0	0	0
NM_032188	0	1	0	0	1	0
NM_002773	0	0	1	0	0	0
NM_173502	0	0	0	0	0	0
NM_004960	0	0	0	0	0	0
NM_145183	0	0	0	0	0	0
NM_001008274	0	0	0	0	0	0
NM_152901	0	0	0	0	0	0
NM_000887	0	0	0	0	0	1
NM_005205	0	0	0	0	0	0
NM_024742	0	0	0	0	0	0
NM_015927	0	0	0	0	0	0
NM_003041	0	0	1	0	0	0
NM_022744	0	0	0	0	0	1
NM_016633	0	0	0	0	0	0
NM_024048	0	0	0	0	0	0
NM_001004300	0	0	0	0	0	0
NM_003414	0	0	0	0	0	1
NM_016212	0	0	0	0	0	1
NM_015369	0	0	0	0	0	1
NM_198857	0	0	0	0	0	1
NM_001004299	0	0	0	0	0	0
NM_024745	0	0	0	0	0	0
NM_014321	0	0	0	1	1	1
NM_018206	0	0	0	1	1	1
NM_182493	0	0	0	0	0	0
NM_001001436	0	0	0	0	0	0
NM_133443	1	1	1	1	0	1
NM_005880	0	0	1	0	0	0
NM_018092	0	0	0	0	0	0
NM_000293	0	0	0	0	1	0
NM_030790	0	0	0	0	1	0
NM_145190	0	0	0	0	0	1
NM_033151	0	0	1	0	0	0
NM_001006611	0	0	0	0	0	0
NM_153029	0	0	0	0	0	1
NM_004352	0	0	0	0	1	0
NM_207449	0	0	0	0	0	0
NM_144602	0	0	0	0	0	0
NM_015069	0	0	0	0	0	1
NM_153261	0	0	0	0	0	0
NM_017939	0	0	0	0	0	0
NM_001114	0	0	0	0	0	0
NM_013263	0	0	0	0	0	1
NM_033119	0	0	0	0	0	0
NM_153337	0	0	0	0	0	0
NM_022162	0	0	0	0	0	0
NM_015247	0	0	1	1	1	1
NM_002968	0	0	1	0	0	0
NM_005611	0	1	0	0	0	1
NM_022476	0	0	1	0	0	0
NM_024336	0	0	0	0	0	1
NM_005853	0	0	0	0	0	1
NM_004530	0	0	0	0	0	0
NM_017839	0	0	0	0	0	0
NM_032330	0	0	0	0	0	1
NM_001043	0	0	0	0	0	0
NM_016280	0	1	1	0	0	1
NM_001266	0	0	1	0	0	1
NM_145024	0	0	0	0	0	0
NM_138736	0	0	0	0	0	0
NM_138958	0	0	0	0	0	1
NM_007006	0	1	0	0	0	0
NM_031885	0	0	0	0	0	0
NM_032935	0	0	0	0	0	0
NM_005954	0	0	0	0	0	0
NM_005953	0	0	1	0	0	0
NM_175617	0	0	0	0	0	0
NM_176870	0	0	1	0	0	0
NM_175620	0	0	1	0	0	0
NM_005947	0	0	1	0	0	0
NM_005949	0	0	0	0	0	0
NM_005951	0	0	1	0	0	0
NM_005950	0	0	1	0	0	1
NM_005952	0	0	1	0	0	1
NM_014669	0	0	0	0	0	0
NM_000339	0	0	0	0	0	1
NM_001010990	0	0	0	0	1	0
NM_000078	0	0	0	0	0	0
NM_032206	0	0	0	0	0	0
NM_152727	0	0	0	0	0	1
NM_133368	0	0	0	1	0	1
NM_024946	0	0	0	1	0	1
NM_012106	0	0	0	0	0	0
NM_015993	0	0	0	0	0	0
NM_002990	0	0	0	0	0	0
NM_002996	0	0	1	0	0	0
NM_002987	0	0	0	0	0	0
NM_020313	0	0	0	1	1	0
NM_032940	0	0	0	0	0	0
NM_018110	0	0	0	0	0	0
NM_033212	0	0	0	0	0	1
NM_170776	0	0	0	0	0	0
NM_032269	0	1	0	0	0	0
NM_005886	0	0	0	1	1	1
NM_005550	0	0	0	0	0	0
NM_001297	0	0	0	0	1	1
NM_024598	0	0	0	0	0	0
NM_002428	0	0	1	0	0	0
NM_013242	0	0	1	0	1	0
NM_001896	0	0	0	0	0	0
NM_014157	0	0	0	0	0	0
NM_022770	0	0	1	0	0	0
NM_020465	0	0	0	0	0	0
NM_024860	0	0	0	0	1	0
NM_016284	0	0	1	0	0	1
NM_018231	0	0	1	0	0	1
NM_002080	0	0	0	0	0	0
NM_033664	0	0	0	0	0	0
NM_001795	0	0	0	0	0	0
NM_181641	0	0	0	1	0	0
NM_181296	0	0	0	0	0	0
NM_144673	0	0	0	0	0	0
NM_181555	0	0	0	0	0	0
NM_178818	0	0	0	0	0	0
NM_006141	0	0	0	0	0	0
NM_173616	0	0	0	0	0	1
